what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480883157475
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1480883164290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480883164295
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480883164910
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480883165524
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480883169311
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480883172897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480883178130
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1480883178693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480883178701
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480883179325
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480883179944
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480883183766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480883296344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480884808331
executed,command,com.altera.sbtgui.flash.plugin,13.13.0.132,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1480885080695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885080989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885530191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885535747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885573632
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480885573649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885578607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885582355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885591458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885594676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885665385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885669225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885674207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885674730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885690605
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1480885698941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885698946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885699239
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1480885699981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885700279
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480885700287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480885712691
