what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1480880515672
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1480880515678
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1480880515678
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1480880515679
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1480880515681
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1480880515682
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1480880515682
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1480880515683
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1480880515683
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1480880515684
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1480880515685
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1480880515687
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1480880515688
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1480880515689
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1480880515692
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1480880515694
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1480880515695
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1480880515695
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1480880515696
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1480880515697
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1480880515698
os,sysinfo,,,"linux",1480880515701
arch,sysinfo,,,"x86",1480880515701
ws,sysinfo,,,"gtk",1480880515701
locale,sysinfo,,,"en_US",1480880515701
processors,sysinfo,,,"8",1480880515701
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1480880515701
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1480880515701
java.specification.name,sysinfo,,,"Java Platform API Specification",1480880515701
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480880515701
java.specification.version,sysinfo,,,"1.6",1480880515701
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1480880515701
java.version,sysinfo,,,"1.6.0_23",1480880515701
java.vm.info,sysinfo,,,"mixed mode",1480880515701
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1480880515701
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1480880515701
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1480880515701
java.vm.specification.version,sysinfo,,,"1.0",1480880515701
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1480880515701
java.vm.version,sysinfo,,,"19.0-b09",1480880515701
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1480880516114
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880518939
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880518990
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880519035
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880519036
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1480880519045
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880527154
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880527208
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880528364
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880528365
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1480880532621
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480880532621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880548171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880559154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880562636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880587231
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1480880602035
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1480880602055
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480880602180
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1480880602230
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1480880602255
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1480880602256
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1480880602256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880603239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480880770322
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480880777533
